"id","book_title","author"
"559","Cry, the Beloved Country","Alan Paton"
"560","The Left Hand of Darkness","Ursula K. Le Guin"
"561","Much Ado About Nothing","William Shakespeare"
"562","Far From the Madding Crowd","Thomas Hardy"
"563","Are You My Mother?","P.D. Eastman"
"564","The Polar Express","Chris Van Allsburg"
"565","A Great and Terrible Beauty (Gemma Doyle, #1)","Libba Bray"
"567","Into Thin Air: A Personal Account of the Mt. Everest Disaster","Jon Krakauer"
"568","Words of Radiance (The Stormlight Archive, #2)","Brandon Sanderson"
"569","Sarah's Key","Tatiana de Rosnay"
"570","Macbeth","William Shakespeare"
"571","The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)","Cassandra Clare"
"572","Little House on the Prairie (Little House, #3)","Laura Ingalls Wilder"
"573","The Red Pyramid (The Kane Chronicles, #1)","Rick Riordan"
"574","Chocolat (Chocolat, #1)","Joanne Harris"
"575","The Summoning (Darkest Powers, #1)","Kelley Armstrong"
"576","Halfway to the Grave (Night Huntress, #1)","Jeaniene Frost"
"577","Perfect Chemistry (Perfect Chemistry, #1)","Simone Elkeles"
"579","Just Listen","Sarah Dessen"
"580","Anne of Avonlea (Anne of Green Gables, #2)","L.M. Montgomery"
"581","The Last Lecture","Randy Pausch"
"582","Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time","Greg Mortenson"
"583","Angelfall (Penryn & the End of Days, #1)","Susan Ee"
"584","The Horse and His Boy (Chronicles of Narnia, #5)","C.S. Lewis"
"585","Silence (Hush, Hush, #3)","Becca Fitzpatrick"
"586","Hyperion (Hyperion Cantos, #1)","Dan Simmons"
"587","The Darkest Minds (The Darkest Minds, #1)","Alexandra Bracken"
"588","I'll Give You the Sun","Jandy Nelson"
"589","Sabriel (Abhorsen,  #1)","Garth Nix"
"590","Little House in the Big Woods (Little House, #1)","Laura Ingalls Wilder"
"591","Cutting for Stone","Abraham   Verghese"
"593","The Truth About Forever","Sarah Dessen"
"594","Twelfth Night","William Shakespeare"
"595","Nine Stories","J.D. Salinger"
"596","Ishmael (Ishmael, #1)","Daniel Quinn"
"597","Du c�t� de chez Swann (� la recherche du temps perdu, #1)","Marcel Proust"
"598","Cress (The Lunar Chronicles, #3)","Marissa Meyer"
"599","Call Me By Your Name (Call Me By Your Name, #1)","Andr� Aciman"
"600","The Unbecoming of Mara Dyer (Mara Dyer, #1)","Michelle Hodkin"
"601","The Westing Game","Ellen Raskin"
"602","Trainspotting (Mark Renton, #2)","Irvine Welsh"
"603","No Country for Old Men","Cormac McCarthy"
"604","Lady Chatterley�s Lover","D.H. Lawrence"
"605","The Goose Girl (The Books of Bayern, #1)","Shannon Hale"
"606","I Am Number Four (Lorien Legacies, #1)","Pittacus Lore"
"607","Dead to the World (Sookie Stackhouse, #4)","Charlaine Harris"
"608","The Art of War","Sun Tzu"
"609","Acheron (Dark-Hunter, #14)","Sherrilyn Kenyon"
"610","The Hours","Michael Cunningham"
"611","Scarlet (The Lunar Chronicles, #2)","Marissa Meyer"
"612","You Are Special (Wemmicksville, #1)","Max Lucado"
"613","I Capture the Castle","Dodie Smith"
"614","Demian. Die Geschichte von Emil Sinclairs Jugend","Hermann Hesse"
"615","The Bronze Horseman (The Bronze Horseman, #1)","Paullina Simons"
"616","The Wicked King (The Folk of the Air, #2)","Holly Black"
"618","Slammed (Slammed, #1)","Colleen Hoover"
"619","The Last Unicorn (The Last Unicorn, #1)","Peter S. Beagle"
"620","Speaker for the Dead (Ender's Saga, #2)","Orson Scott Card"
"621","Drums of Autumn (Outlander, #4)","Diana Gabaldon"
"622","Julius Caesar","William Shakespeare"
"623","The Glass Menagerie","Tennessee Williams"
"624","Cyrano de Bergerac","Edmond Rostand"
"625","The Talisman (The Talisman, #1)","Stephen King"
"626","The Zombie Room","R.D. Ronald"
"627","World Without End (Kingsbridge, #2)","Ken Follett"
"628","The Queen of Nothing (The Folk of the Air, #3)","Holly Black"
"629","The Arabian Nights","Anonymous"
"630","We Need to Talk About Kevin","Lionel Shriver"
"631","Sapiens: A Brief History of Humankind","Yuval Noah Harari"
"632","A Wizard of Earthsea (Earthsea Cycle, #1)","Ursula K. Le Guin"
"633","Interpreter of Maladies","Jhumpa Lahiri"
"634","The Queen of the Damned (The Vampire Chronicles, #3)","Anne Rice"
"635","Hunted (House of Night, #5)","P.C. Cast"
"636","P.S. I Love You (P.S. I Love You, #1)","Cecelia Ahern"
"637","The Silver Chair (Chronicles of Narnia, #4)","C.S. Lewis"
"638","The Knife of Never Letting Go (Chaos Walking, #1)","Patrick Ness"
"640","The Bean Trees (Greer Family, #1)","Barbara Kingsolver"
"642","A Dog's Purpose (A Dog's Purpose, #1)","W. Bruce Cameron"
"643","Wicked Lovely (Wicked Lovely, #1)","Melissa Marr"
"644","Before I Fall","Lauren Oliver"
"645","The Merchant of Venice","William Shakespeare"
"646","A Brief History of Time","Stephen Hawking"
"647","The Lies of Locke Lamora (Gentleman Bastard, #1)","Scott Lynch"
"649","All the King�s Men","Robert Penn Warren"
"650","Lover Eternal (Black Dagger Brotherhood, #2)","J.R. Ward"
"651","The Secret (The Secret, #1)","Rhonda Byrne"
"652","The Scorch Trials (The Maze Runner, #2)","James Dashner"
"653","One Day in the Life of Ivan Denisovich","Aleksandr Solzhenitsyn"
"654","Invisible Monsters","Chuck Palahniuk"
"655","They Both Die at the End (They Both Die at the End Series, 1)","Adam Silvera"
"656","Carry On (Simon Snow, #1)","Rainbow Rowell"
"657","I Am Legend and Other Stories","Richard Matheson"
"658","Inferno (Robert Langdon, #4)","Dan       Brown"
"659","1Q84 (1Q84, #1-3)","Haruki Murakami"
"660","Inheritance (The Inheritance Cycle, #4)","Christopher Paolini"
"662","The Ocean at the End of the Lane","Neil Gaiman"
"663","Prince Caspian (Chronicles of Narnia, #2)","C.S. Lewis"
"664","The Eyre Affair (Thursday Next, #1)","Jasper Fforde"
"665","The Yellow Wallpaper and Other Stories","Charlotte Perkins Gilman"
"666","To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)","Jenny Han"
"667","Gravity�s Rainbow","Thomas Pynchon"
"668","The Glass Castle","Jeannette Walls"
"670","Into the Wild (Warriors, #1)","Erin Hunter"
"671","Foucault�s Pendulum","Umberto Eco"
"672","Something Wicked This Way Comes","Ray Bradbury"
"673","We Have Always Lived in the Castle","Shirley Jackson"
"674","The Love Hypothesis","Ali Hazelwood"
"675","Peace Like a River","Leif Enger"
"676","Mythology","Edith Hamilton"
"677","Poison Study (Study, #1)","Maria V. Snyder"
"678","The Girl on the Train","Paula Hawkins"
"679","A Man Called Ove","Fredrik Backman"
"680","City of Ashes (The Mortal Instruments, #2)","Cassandra Clare"
"681","Oedipus Rex  (The Theban Plays, #1)","Sophocles"
"682","Oryx and Crake (MaddAddam, #1)","Margaret Atwood"
"1261","Boy's Life","Robert McCammon"
"683","Seabiscuit: An American Legend","Laura Hillenbrand"
"684","Battle Royale","Koushun Takami"
"685","The Night Before Christmas","Clement Clarke Moore"
"686","The Bluest Eye","Toni Morrison"
"687","The Bourne Identity (Jason Bourne, #1)","Robert Ludlum"
"688","Dandelion Wine","Ray Bradbury"
"689","The Memory Keeper's Daughter","Kim Edwards"
"690","Where She Went (If I Stay, #2)","Gayle Forman"
"691","A People�s History of the United States","Howard Zinn"
"692","Twenty Thousand Leagues Under the Sea (Captain Nemo, #2)","Jules Verne"
"694","Native Son","Richard Wright"
"695","The History of Love","Nicole Krauss"
"696","On Writing: A Memoir of the Craft","Stephen King"
"697","The Holy Bible: King James Version","Anonymous"
"698","Gone (Gone, #1)","Michael  Grant"
"699","Left Behind (Left Behind, #1)","Tim LaHaye"
"700","The Killer Angels (The Civil War Trilogy, #2)","Michael Shaara"
"701","If on a Winter�s Night a Traveler","Italo Calvino"
"702","The Blood of Olympus (The Heroes of Olympus, #5)","Rick Riordan"
"703","Assassin's Apprentice (Farseer Trilogy, #1)","Robin Hobb"
"704","Darkfever (Fever, #1)","Karen Marie Moning"
"705","Champion (Legend, #3)","Marie Lu"
"706","Night Watch (Discworld, #29; City Watch, #6)","Terry Pratchett"
"707","Watchers","Dean Koontz"
"708","Shadowfever (Fever, #5)","Karen Marie Moning"
"709","Rosencrantz and Guildenstern Are Dead","Tom Stoppard"
"710","The Dark Tower (The Dark Tower, #7)","Stephen King"
"711","Alanna: The First Adventure (Song of the Lioness, #1)","Tamora Pierce"
"712","John Adams","David McCullough"
"713","The Magus","John Fowles"
"714","The Fiery Cross (Outlander, #5)","Diana Gabaldon"
"715","The Wasp Factory","Iain Banks"
"716","Dome: Rebellion (Dome, #1)","Johnathon Nicolaou"
"717","Red Rising (Red Rising Saga, #1)","Pierce Brown"
"718","The Long Walk","Richard Bachman"
"719","Miracle","Johnathon Nicolaou"
"720","Simon vs. the Homo Sapiens Agenda (Simonverse, #1)","Becky Albertalli"
"721","Possession","A.S. Byatt"
"722","From the Mixed-Up Files of Mrs. Basil E. Frankweiler","E.L. Konigsburg"
"723","A Breath of Snow and Ashes (Outlander, #6)","Diana Gabaldon"
"725","Grimm's Fairy Tales","Jacob Grimm"
"726","One for the Money (Stephanie Plum, #1)","Janet Evanovich"
"727","House of Sand and Fog","Andre Dubus III"
"728","Of Monsters And Planes","Johnathon Nicolaou"
"729","The Blind Assassin","Margaret Atwood"
"730","Pretties (Uglies, #2)","Scott Westerfeld"
"731","Papillon","Henri Charri�re"
"732","Lover Unbound (Black Dagger Brotherhood, #5)","J.R. Ward"
"733","The Agony and the Ecstasy","Irving Stone"
"734","The Sirens of Titan","Kurt Vonnegut Jr."
"735","Veronika Decides to Die","Paulo Coelho"
"736","Bury My Heart at Wounded Knee: An Indian History of the American West","Dee Brown"
"737","Cosmos","Carl Sagan"
"738","Freakonomics: A Rogue Economist Explores the Hidden Side of Everything","Steven D. Levitt"
"739","Sharp Objects","Gillian Flynn"
"740","Geek Love","Katherine Dunn"
"741","Death on the Nile (Hercule Poirot, #18)","Agatha Christie"
"743","How to Win Friends and Influence People","Dale Carnegie"
"744","A Heartbreaking Work of Staggering Genius","Dave Eggers"
"746","Corelli�s Mandolin","Louis de Berni�res"
"747","Odd Thomas (Odd Thomas, #1)","Dean Koontz"
"748","The Sisterhood of the Traveling Pants (Sisterhood, #1)","Ann Brashares"
"749","Prodigal Summer","Barbara Kingsolver"
"750","Under the Dome","Stephen King"
"751","Jitterbug Perfume","Tom Robbins"
"753","Anthem","Ayn Rand"
"754","The Hero of Ages (Mistborn, #3)","Brandon Sanderson"
"755","The Death Cure (The Maze Runner, #3)","James Dashner"
"756","The Aeneid","Virgil"
"757","The Trigger: Hunting the Assassin Who Brought the World to War","Tim Butcher"
"758","Howl and Other Poems","Allen Ginsberg"
"759","The Witch of Blackbird Pond","Elizabeth George Speare"
"760","A ?Court of Silver Flames (A Court of Thorns and Roses, #4)","Sarah J. Maas"
"761","Tempted (House of Night, #6)","P.C. Cast"
"762","The Alienist (Dr. Laszlo Kreizler, #1)","Caleb Carr"
"763","The Book of Mormon: Another Testament of Jesus Christ","Joseph Smith Jr."
"764","The Elegance of the Hedgehog","Muriel Barbery"
"765","The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)","Alexander McCall Smith"
"766","The Murder of Roger Ackroyd (Hercule Poirot, #4)","Agatha Christie"
"767","The Big Sleep (Philip Marlowe, #1)","Raymond Chandler"
"768","I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)","Ally Carter"
"769","Prodigy (Legend, #2)","Marie Lu"
"770","Love Story (Love Story, #1)","Erich Segal"
"771","Ender's Shadow (The Shadow Series, #1)","Orson Scott Card"
"772","Mistress Suffragette","Diana   Forbes"
"773","Educated","Tara Westover"
"774","Message in a Bottle","Nicholas Sparks"
"775","Ivanhoe","Walter Scott"
"776","Pericles and Aspasia: A Story of Ancient Greece","Yvonne Korshak"
"777","Rubinrot (Edelstein-Trilogie, #1)","Kerstin Gier"
"778","The Story of My Life","Helen Keller"
"779","The Magic Mountain","Thomas Mann"
"1353","Punk 57","Penelope Douglas"
"780","One Fish, Two Fish, Red Fish, Blue Fish","Dr. Seuss"
"781","It's Kind of a Funny Story","Ned Vizzini"
"782","A Canticle for Leibowitz (St. Leibowitz, #1)","Walter M. Miller Jr."
"783","Princess Academy (Princess Academy, #1)","Shannon Hale"
"784","Confessions of a Shopaholic (Shopaholic, #1)","Sophie Kinsella"
"785","Song of Solomon","Toni Morrison"
"787","Swan Song","Robert McCammon"
"788","Walk Two Moons","Sharon Creech"
"789","The Corrections","Jonathan Franzen"
"790","House of Earth and Blood (Crescent City, #1)","Sarah J. Maas"
"791","Fablehaven (Fablehaven, #1)","Brandon Mull"
"792","Club Dead (Sookie Stackhouse, #3)","Charlaine Harris"
"793","Hard-Boiled Wonderland and the End of the World","Haruki Murakami"
"794","The Color of Magic (Discworld, #1; Rincewind, #1)","Terry Pratchett"
"795","Antigone (The Theban Plays, #3)","Sophocles"
"796","Digital Fortress","Dan       Brown"
"797","Around the World in Eighty Days","Jules Verne"
"798","Angle of Repose","Wallace Stegner"
"799","The Invention of Hugo Cabret","Brian Selznick"
"800","The Shell Seekers","Rosamunde Pilcher"
"801","Lover Revealed (Black Dagger Brotherhood, #4)","J.R. Ward"
"802","Ficciones","Jorge Luis Borges"
"803","Archer's Voice","Mia Sheridan"
"804","The Power of Myth","Joseph Campbell"
"805","Because of Winn-Dixie","Kate DiCamillo"
"806","Small Gods (Discworld, #13)","Terry Pratchett"
"807","Glass Houses (The Morganville Vampires, #1)","Rachel Caine"
"808","The Jungle Books","Rudyard Kipling"
"809","Orlando","Virginia Woolf"
"810","One Day","David Nicholls"
"811","The Edge of Never (The Edge of Never, #1)","J.A. Redmerski"
"812","Tales of Old: Greek Mythology: Volume 1","Johnathon Nicolaou"
"813","Living Dead in Dallas (Sookie Stackhouse, #2)","Charlaine Harris"
"814","An Ember in the Ashes (An Ember in the Ashes, #1)","Sabaa Tahir"
"815","The Passage (The Passage, #1)","Justin Cronin"
"816","Naked Lunch","William S. Burroughs"
"817","Lover Avenged (Black Dagger Brotherhood, #7)","J.R. Ward"
"818","Cryptonomicon (Crypto, #1)","Neal Stephenson"
"820","The Omnivore's Dilemma: A Natural History of Four Meals","Michael Pollan"
"821","Chasing the Devil: The Search for Africa's Fighting Spirit","Tim Butcher"
"822","An Abundance of Katherines","John Green"
"823","The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey"
"824","Jude the Obscure","Thomas Hardy"
"825","Mary Poppins (Mary Poppins, #1)","P.L. Travers"
"826","The House in the Cerulean Sea (The House in the Cerulean Sea, #1)","T.J. Klune"
"827","A Darker Shade of Magic (Shades of Magic, #1)","V.E.  Schwab"
"828","My Name Is Asher Lev","Chaim Potok"
"829","The Moon Is a Harsh Mistress","Robert A. Heinlein"
"830","Still Alice","Lisa Genova"
"831","The Portrait of a Lady","Henry James"
"832","Howards End","E.M. Forster"
"833","Mort (Discworld, #4; Death, #1)","Terry Pratchett"
"834","Fire (Graceling Realm, #2)","Kristin Cashore"
"835","Holy Bible: New International Version","Anonymous"
"836","Choke","Chuck Palahniuk"
"837","The Namesake","Jhumpa Lahiri"
"838","Meditations","Marcus Aurelius"
"839","Worm Holes (Quantum Roots, #2)","Kyle Keyes"
"840","Starship Troopers","Robert A. Heinlein"
"841","Wild Swans: Three Daughters of China","Jung Chang"
"842","The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)","Douglas Adams"
"843","Let the Right One In","John Ajvide Lindqvist"
"844","The Eden Paradox (Eden Paradox, #1)","Barry Kirwan"
"845","I Am the Messenger","Markus Zusak"
"846","Finale (Hush, Hush, #4)","Becca Fitzpatrick"
"847","Linger (The Wolves of Mercy Falls, #2)","Maggie Stiefvater"
"848","The Forgotten Garden","Kate Morton"
"849","Ethan Frome","Edith Wharton"
"850","Tender Is the Night","F. Scott Fitzgerald"
"851","Keeper of the Lost Cities","Shannon Messenger"
"853","Pale Fire","Vladimir Nabokov"
"854","Survivor","Chuck Palahniuk"
"855","Shutter Island","Dennis Lehane"
"856","Mystic River","Dennis Lehane"
"857","Winter (The Lunar Chronicles, #4)","Marissa Meyer"
"858","The Bridges of Madison County","Robert James Waller"
"859","Exodus","Leon Uris"
"860","Scythe (Arc of a Scythe, #1)","Neal Shusterman"
"861","Gift from the Sea","Anne Morrow Lindbergh"
"862","Taming Flame","Therisa Peimer"
"863","Forrest Gump (Forrest Gump, #1)","Winston Groom"
"864","Illusions: The Adventures of a Reluctant Messiah","Richard Bach"
"865","Daughter of the Forest  (Sevenwaters, #1)","Juliet Marillier"
"866","The Hunt for Red October (Jack Ryan, #3)","Tom Clancy"
"867","Walking Disaster (Beautiful, #2)","Jamie McGuire"
"868","The Well of Ascension (Mistborn, #2)","Brandon Sanderson"
"869","The Sea of Tranquility","Katja Millay"
"870","84, Charing Cross Road","Helene Hanff"
"871","Revolutionary Road","Richard Yates"
"872","Nausea","Jean-Paul Sartre"
"873","The Awakening (Darkest Powers, #2)","Kelley Armstrong"
"874","Cold Sassy Tree","Olive Ann Burns"
"875","The City of Ember (Book of Ember, #1)","Jeanne DuPrau"
"876","Absalom, Absalom!","William Faulkner"
"2009","Our Town","Thornton Wilder"
"877","Kane & Abel (Kane & Abel, #1)","Jeffrey Archer"
"878","The Millennium Trilogy (Millennium Trilogy, #1-3)","Stieg Larsson"
"879","The Hotel New Hampshire","John Irving"
"880","Dark Places","Gillian Flynn"
"881","A Walk in the Woods: Rediscovering America on the Appalachian Trail","Bill Bryson"
"882","The Fall","Albert Camus"
"883","The Reckoning (Darkest Powers, #3)","Kelley Armstrong"
"884","Between Shades of Gray","Ruta Sepetys"
"885","Dreamfever (Fever, #4)","Karen Marie Moning"
"886","Specials (Uglies, #3)","Scott Westerfeld"
"887","Shakespeare's Sonnets","William Shakespeare"
"888","The Maltese Falcon","Dashiell Hammett"
"889","The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman"
"890","A Study in Scarlet (Sherlock Holmes, #1)","Arthur Conan Doyle"
"891","The Sorrows of Young Werther","Johann Wolfgang von Goethe"
"892","Gabriel's Inferno (Gabriel's Inferno, #1)","Sylvain Reynard"
"893","The Sparrow (The Sparrow, #1)","Mary Doria Russell"
"894","Dead as a Doornail (Sookie Stackhouse, #5)","Charlaine Harris"
"895","Reflected in You (Crossfire, #2)","Sylvia Day"
